,Primacy_Agency,PWSID,PWS_Name,Sys_Size,Pb_Pipe,Pb_Connector,Galv_Pb,Galv_noPb,Unknown,no_reports,Total,county_fips,states_fips,FIPS,Total_Pb,pct_Pb
180,AR,AR0000360,TEXARKANA WATER UTILITIES,Medium,0,0,0,0,0,11874,11874,0,5,5000,0,0
181,AR,AR0000365,BLYTHEVILLE WATERWORKS,Medium,1154,708,0,30,4,0,8755,0,5,5000,1862,0.212678469
182,AR,AR0000415,BARTON LEXA WATER ASSOCIATION,Medium,0,0,0,0,0,1505,1505,0,5,5000,0,0
183,AR,AR0000416,WEST HELENA WATER WORKS,Medium,0,0,0,0,0,2596,2596,0,5,5000,0,0
184,AR,AR0000422,GLENWOOD WATER DEPARTMENT,Medium,0,0,0,0,0,1936,1936,0,5,5000,0,0
185,AR,AR0000438,MENA WATER DEPARTMENT,Medium,0,500,500,250,0,0,4750,0,5,5000,1000,0.210526316
186,AR,AR0000445,POTTSVILLE WATER ASSOCIATION,Medium,0,0,0,0,0,1600,1600,0,5,5000,0,0
187,AR,AR0000459,CROSS COUNTY RURAL WATER SYS,Medium,0,3500,0,0,0,0,3650,0,5,5000,3500,0.95890411
188,AR,AR0000465,CENTRAL ARKANSAS WATER,Large,0,0,0,0,0,156638,156638,0,5,5000,0,0
189,AR,AR0000466,JACKSONVILLE WATERWORKS,Medium,0,0,0,0,0,9801,9801,0,5,5000,0,0
190,AR,AR0000486,BRYANT WATERWORKS,Medium,0,5700,50,200,1000,0,7400,0,5,5000,5750,0.777027027
191,AR,AR0000492,SALEM WATER ASSOCIATION,Medium,0,0,0,0,0,0,8157,0,5,5000,0,0
192,AR,AR0000493,SARDIS WATER ASSOCIATION,Medium,0,0,0,0,0,5270,5270,0,5,5000,0,0
193,AR,AR0000495,SOUTHWEST WATER ASSOCIATION,Medium,0,0,0,0,0,0,3671,0,5,5000,0,0
194,AR,AR0000504,GREENWOOD WATERWORKS,Medium,0,0,0,0,0,0,3780,0,5,5000,0,0
195,AR,AR0000507,FORT SMITH WATER UTILITIES,Large,0,0,0,0,0,0,37000,0,5,5000,0,0
196,AR,AR0000513,JAMES FORK REGIONAL WATER DISTRICT,Medium,0,0,0,0,0,0,4880,0,5,5000,0,0
197,AR,AR0000520,DEQUEEN WATER WORK,Medium,0,0,0,0,0,2319,2319,0,5,5000,0,0
198,AR,AR0000525,EVENING SHADE WATERWORKS,Small,0,0,0,0,0,0,315,0,5,5000,0,0
199,AR,AR0000528,SIDNEY WATER SYSTEM,Small,0,0,0,0,2,0,147,0,5,5000,0,0
200,AR,AR0000529,WILLIFORD WATERWORKS,Small,0,0,0,0,0,0,34,0,5,5000,0,0
201,AR,AR0000550,EL DORADO WATERWORKS,Medium,0,0,0,0,0,8264,8264,0,5,5000,0,0
202,AR,AR0000569,FAYETTEVILLE WATERWORKS,Large,0,0,0,0,0,43230,43230,0,5,5000,0,0
203,AR,AR0000572,LINCOLN WATERWORKS,Medium,0,0,0,0,2500,0,2500,0,5,5000,0,0
204,AR,AR0000575,SPRINGDALE WATER UTILITIES,Medium,0,0,0,0,0,40195,40195,0,5,5000,0,0
205,AR,AR0000579,TUMBLING SHOALS WATER ASSOC,Medium,0,0,0,0,0,0,2600,0,5,5000,0,0
206,AR,AR0000586,FOUR MILE HILL WATER ASSOC,Medium,0,0,0,0,1850,0,1850,0,5,5000,0,0
207,AR,AR0000590,SEARCY WATERWORKS,Medium,0,644,0,0,0,0,11639,0,5,5000,644,0.055331214
208,AR,AR0000603,DANVILLE WATERWORKS,Medium,0,0,0,0,0,1187,1187,0,5,5000,0,0
209,AR,AR0000646,EAST END WATER,Medium,0,0,0,0,0,2391,2391,0,5,5000,0,0
210,AR,AR0000658,GILLHAM REGIONAL WATER DIST,Medium,0,0,0,0,0,6,6,0,5,5000,0,0
211,AR,AR0000674,RIVERSOUTH RURAL WATER DIST,Medium,0,0,5,0,1475,0,1730,0,5,5000,5,0.002890173
212,AR,AR0000675,CARROLL-BOONE WATER DISTRICT,Medium,0,0,0,0,0,14,14,0,5,5000,0,0
213,AR,AR0000697,NE YELL COUNTY WATER ASSOC,Medium,0,0,0,0,3126,0,3126,0,5,5000,0,0
214,AR,AR0000738,GRAND PRAIRIE REGIONAL WATER,Medium,0,0,0,0,0,0,5988,0,5,5000,0,0
215,AR,AR0000770,MARION COUNTY REG WATER DIST,Medium,0,0,0,0,0,7,7,0,5,5000,0,0
216,AR,AR0000773,MILLTOWN-WASHBURN WATER USERS,Medium,0,0,0,0,1620,0,3240,0,5,5000,0,0
217,AR,AR0000782,TRI-COUNTY WATER DISTBR DIST,Medium,0,0,0,0,0,7502,7502,0,5,5000,0,0
218,AR,AR0000805,NASHVILLE RURAL WATER AUTHORITY,Medium,0,0,0,0,0,0,2700,0,5,5000,0,0
219,AR,AR0000821,KIMZEY REGIONAL WATER DISTRICT,Medium,0,0,0,0,50,0,5050,0,5,5000,0,0
220,AR,AR0000951,MONTGOMERY CO REGIONAL PWA,Medium,0,0,0,0,0,2,2,0,5,5000,0,0
221,AR,AR0001076,LONOKE WHITE PUBLIC WATER AUTHORITY,Large,0,0,0,0,0,14,14,1,5,5001,0,0
222,AR,ART001045,CAMP KARLTON KEMP,Small,0,0,0,0,1,0,1,1,5,5001,0,0
223,AS,AS9710601,Onenoa Village Water System,Small,0,0,0,0,0,0,12,710,,,0,0
224,AS,AS9711948,Central ASG,Medium,0,0,0,0,0,0,9876,711,,,0,0
225,AS,AS9721042,Fagalii Village Water System,Small,0,0,0,0,0,0,48,721,,,0,0
226,AZ,AZ0402014,DOUGLAS CITY OF,Medium,0,0,0,1560,0,0,6240,402,4,4402,0,0
227,AZ,AZ0403008,FLAGSTAFF CITY OF,Medium,0,0,0,0,4167,0,38667,403,4,4403,0,0
228,AZ,AZ0403017,PAGE CITY OF,Medium,0,0,0,0,0,0,3145,403,4,4403,0,0
229,AZ,AZ0403311,RAYMOND SCOUT CAMP,Small,0,0,0,0,0,40,40,403,4,4403,0,0
230,AZ,AZ0406003,MORENCI WATER ELEC CO MAIN,Medium,0,0,0,0,0,0,1661,406,4,4406,0,0
231,AZ,AZ0407016,CAVE CREEK WATER COMPANY,Medium,0,0,0,0,0,2671,2671,407,4,4407,0,0
232,AZ,AZ0407017,EPCOR WATER - CHAPARRAL CITY,Medium,0,0,0,0,0,0,14172,407,4,4407,0,0
